name,address,phone,fax,email,website,keywords,latitude,longitude,pharmacy_code,notes
EALING PHARMACY LIMITED,"873 HAMILTON RD , LONDON N5Z 1V8",(519) 451-3590,(519) 451-0902,,,,42.9780599,-81.1989573,2287,
CARLING HEIGHTS PHARMACY,"124 BARKER ST , LONDON N5Y 1Y1",(519) 451-7775,(519) 451-2225,,,,43.0079563,-81.2267115,304086,
COULTERS PHARMACY & HOME HEALTH CARE,"1709 DUNDAS ST , LONDON N5W 3E1",(519) 451-0750,(519) 451-5467,,,,43.0015728,-81.1862257,6056,
WAL-MART PHARMACY,"330 CLARK RD , LONDON N5W 6G4",(519) 451-8470,(519) 451-8731,,,,43.0018851,-81.1711164,3988,
SHOPPERS DRUG MART,"1365 HURON ST , LONDON N5V 1R9",(519) 451-7992,(519) 451-9333,,,,43.0186651,-81.2133802,307110,
PRESCRIPTION SHOP 2,"550 WELLINGTON RD PO BOX 5777 STN B, LONDON N6A 4V2",(519) 455-4705,(519) 452-4597,,,,42.9546366,-81.2255865,304269,
SHOPPERS DRUG MART,"142 CLARKE ROAD , LONDON N5W 5E1",(519) 453-2790,(519) 453-6426,,,,42.9911469,-81.1686344,304080,
HURON HEIGHTS PHARMASAVE,"C1-1295 HIGHBURY AVE. N. , LONDON N5Y 5L3",(519) 453-0920,(519) 453-7020,,,,43.0202913,-81.2171139,301657,
SHOPPERS DRUG MART,"1657 DUNDAS ST E , LONDON N5W 3C6",(519) 453-1555,(519) 453-9803,,,,43.000843,-81.1886035,304208,
LONDON MEDICAL PHARMACY CLARKE ROAD,"1892 DUNDAS ST , LONDON N5W 3G4",(519) 455-8800,(519) 455-2300,,,,43.0048065,-81.1768815,308084,
BELLWOOD PHARMACY,"14B - 900 OXFORD ST E , LONDON N5Y 5A1",(519) 457-6026,(519) 457-6027,,,,43.003589,-81.2277443,305546,
REXALL,"1505 HIGHBURY AVE N. , LONDON N5Y 0A9",(519) 457-3387,(519) 457-9011,,,,43.0316543,-81.2223217,305276,
PROGRESSIVE DRUG MART,"114-1920 DUNDAS ST E , LONDON N5V 3P1",(519) 457-9505,(519) 457-9508,,,,43.0055913,-81.1750943,300952,
THORNDALE PHARMACY,"21831 FAIRVIEW RD RR 3, THORNDALE N0M 2P0",(519) 461-0431,(519) 461-1818,,,,43.106875,-81.140634,31676,
DRUMBO PHARMACY,"4 WILMOT ST. N. PO BOX 130, DRUMBO N0J 1G0",(519) 463-5151,(519) 463-5959,,,,43.2369456,-80.5525924,306650,
BLUEWATER HEALTH,"PHARMACY DEPARTMENT 89 NORMAN ST, SARNIA N7T 6S3",(519) 464-4400,(519) 464-4442,,,,42.9773664,-82.3905476,305764,
SHOPPERS DRUG MART,"1186 OXFORD ST W , LONDON N6H 2N2",(519) 471-7151,(519) 471-1398,,,,42.9748873,-81.3221488,303763,
MEDICINE SHOPPE PHARMACY,"8-312 COMMISSIONERS RD W , LONDON N6J 1Y3",(519) 471-1752,(519) 471-2303,,,,42.9556334,-81.2765132,37076,
SOBEYS PHARMACY 7274,"661 WONDERLAND RD N , LONDON N6H 0H9",(519) 471-3565,(519) 471-2923,,,,42.9854034,-81.2909371,305816,
MEDICALRX PHARMACY,"1476 ALDERSBROOK RD , LONDON N6G 3V7",(519) 471-0666,(519) 471-3444,,,,43.0032848,-81.3153142,303855,
FOOD BASICS PHARMACY,"509 COMMISSIONERS RD , LONDON N6J 1Y5",(519) 471-3699,(519) 471-3488,,,,42.9556774,-81.2888731,37628,
SHOPPERS SIMPLY PHARMACY,"109-460 SPRINGBANK DR , LONDON N6J 1G8",(519) 471-9702,(519) 471-4277,,,,42.9668748,-81.2855526,306042,
SHOPPERS DRUG MART,"530 COMMISSIONERS RD W , LONDON N6J 1Y6",(519) 471-5330,(519) 471-8336,,,,42.9537236,-81.2898724,4739,
SHOPPERS DRUG MART,"SHERWOOD FOREST MALL 1225 WONDERLAND RD N, LONDON N6G 2V9",(519) 472-0020,(519) 472-0019,,,,43.0053238,-81.3055107,306249,
CDS PHARMACY,"1695B WONDERLAND RD N , LONDON N6G 4W3",(519) 472-2345,(519) 472-2399,,,,43.017365,-81.3116603,300658,
WELLNESS PHARMACY,"B - 925 WONDERLAND RD S , LONDON N6K 3R5",(519) 472-4444,(519) 472-4445,,,,42.9433085,-81.2877423,308042,
RIVERBEND PHARMACY,"2 - 1866 OXFORD ST W , LONDON N6K 0J8",(519) 472-3888,(519) 472-5888,,,,42.9927386,-81.2617194,307750,
WAL-MART PHARMACY,"1280 FANSHAWE PARK RD W , LONDON N6G 5B1",(519) 472-3490,(519) 472-9814,,,,43.0093978,-81.3331287,4010,
HYDE PARK CARE PHARMACY,"2 - 1195 HYDE PARK RD , LONDON N6H 5K6",(519) 473-0444,(519) 473-0491,,,,42.9886216,-81.3269292,307454,
GRACE DRUG STORE,"1070 GAINSBOROUGH RD , LONDON N6H 5L5",(519) 473-1001,(519) 473-1006,,,,42.9981008,-81.33313,304848,
LOBLAW PHARMACY,"599 FANSHAWE PARK RD W , LONDON N6G 5B3",(519) 473-4775,(519) 473-6332,,,,43.0202323,-81.3097654,300671,
SPRINGBANK PHARMACY,"11-390 SPRINGBANK DR , LONDON N6J 1G9",(519) 473-9040,(519) 473-9041,,,,42.9759659,-81.2630789,23077,
SHOPPERS DRUG MART,"1224 COMMISSIONERS RD W , LONDON N6K 1C7",(519) 473-1440,(519) 473-9088,,,,42.9585692,-81.330272,306044,
NORTH LONDON MEDICAL PHARMACY,"102-1055 FANSHAWE PARK ROAD WEST , LONDON N6G 0W7",(905) 354-5604,(519) 474-3131,,,,43.024266,-81.2887385,306940,
TMC PHARMACY,"990 GAINSBOROUGH RD , LONDON N6H 5L4",(519) 914-1162,(519) 474-7874,,,,42.9990109,-81.3292167,307740,
REXALL,"1240 COMMISSIONERS RD W , LONDON N6K 1C7",(519) 474-7425,(519) 474-7961,,,,42.9579407,-81.3314324,305454,
PHAMASAVE MICHAELS PHARMACY,"46 KING ST PO BOX 160, CLINTON N0M 1L0",(519) 482-5037,(519) 482-1285,,,,43.6172804,-81.5393953,307164,
K AND J PHARMACY,"21 VICTORIA ST PO BOX 727, CLINTON N0M 1L0",(519) 482-9511,(519) 482-3565,,,,43.6172804,-81.5393953,307768,
KRISTENS PHARMACY,"197 ALBERT ST S SS 3, SOUTHAMPTON N0H 2L0",(519) 483-5085,(519) 483-5747,,,,44.4897751,-81.3765563,306058,
PHARMASAVE,"1-19 KING ST , INGERSOLL N5C 1G3",(519) 485-2300,(519) 485-2322,,,,43.0394259,-80.8776346,300643,
SHOPPERS DRUG MART,"120 THAMES ST N , INGERSOLL N5C 4B1",(519) 485-2230,(519) 485-3329,,,,43.0426894,-80.8867217,3541,
ALEXANDRA HOSPITAL INGERSOLL,"PHARMACY DEPARTMENT 29 NOXON ST, INGERSOLL N5C 3V6",(519) 485-1700,(519) 485-9606,,,,43.0320683,-80.8754588,305739,
WILTSHIRE PHARMACY REMEDYS RX,"5 - 940 MURPHY RD , SARNIA N7S 5C4",(519) 491-1922,(519) 491-1923,,,,42.9894334,-82.3655735,304617,
LONDON ROAD PHARMACY - PHARMASAVE,"W-1A - 1249 LONDON RD , SARNIA N7S 4T3",(519) 491-6778,(519) 491-6766,,,,42.9783923,-82.3619163,304468,
CHRISTINA STREET PHARMACY,"1 - 460 CHRISTINA ST N , SARNIA N7T 5W4",(519) 491-8008,(519) 491-8181,,,,42.9887434,-82.3979731,306678,
MOUNT FOREST PHARMACY,"154 MAIN ST N , MOUNT FOREST N0G 2L0",(519) 509-1980,(519) 509-1984,,,,43.9824686,-80.7361879,304114,
LOBLAW PHARMACY,"HWY 8 PO BOX 365, GODERICH N7A 3X8",(519) 524-2227,(519) 524-6404,,,,43.7405975,-81.7077683,32108,
WAL-MART PHARMACY,"35400 HURON RD RR 2, GODERICH N7A 3X8",(519) 524-7839,(519) 524-7732,,,,43.7314578,-81.6869351,32388,
ALEXANDRA MARINE AND GENERAL HOSPITAL OF GODERICH,"PHARMACY DEPARTMENT 120 NAPIER ST, GODERICH N7A 1W5",(519) 524-8689,(519) 524-8504,,,,43.7498536,-81.7049131,305600,
KEATINGS PHARMACY,"67 MAIN ST S PO BOX 39, SEAFORTH N0K 1W0",(519) 527-1990,(519) 527-2942,,,,43.5517624,-81.3949231,308059,
LUCKNOW PHARMASAVE,"622 CAMPBELL ST PO BOX 594, LUCKNOW N0G 2H0",(519) 528-3005,(519) 528-2042,,,,43.9611,-81.5163966,14274,
MCKENZIES PHARMACY LIMITED,"608 BERFORD ST PO BOX 340, WIARTON N0H 2T0",(519) 534-0230,(519) 534-1227,,,,44.7433655,-81.1411777,6148,
GREY BRUCE HEALTH SERVICES,"PHARMACY DEPARTMENT 369 MARY ST, WIARTON N0H 2T0",(519) 534-1260,(519) 534-5159,,,,44.7381575,-81.1389387,305618,
BAYSIDE PHARMACY,"369 MARY ST PO BOX 1150, WIARTON N0H 2T0",(519) 534-5090,(519) 534-5458,,,,44.7365509,-81.1381406,34868,
TRUSTY CARE PHARMACY,"925 DUNDAS ST , WOODSTOCK N4S 8V3",(519) 537-2273,(519) 537-5016,,,,43.133881,-80.7337939,307252,
SHOPPERS DRUG MART,"959 DUNDAS ST E , WOODSTOCK N4S 1H2",(519) 537-2042,(519) 537-5913,,,,43.1348419,-80.7326153,21337,
ALL ABOUT HEALTH REMEDYS RX,"3 - 360 NORWICH AVE , WOODSTOCK N4S 3W2",(519) 537-8988,(519) 537-8188,,,,43.1282878,-80.7424326,304368,
SHOPPERS DRUG MART,"333 DUNDAS ST. , WOODSTOCK N4S 1B5",(519) 537-3491,(519) 537-8402,,,,43.1297934,-80.7629234,7260,
REXALL,"54 SYKES ST N , MEAFORD N4L 1R2",(519) 538-1960,(519) 538-1962,,,,44.6077026,-80.5923364,306322,
GREY BRUCE HEALTH SERVICES,"PHARMACY DEPARTMENT 229 NELSON ST W, MEAFORD N4L 1A3",(519) 538-1311,(519) 538-5500,,,,44.6058262,-80.6003056,305617,
THE DISPENSARY,"MCKINNEY MEDICAL CENTRE 510 INGERSOLL AVE, WOODSTOCK N4S 4X9",(519) 539-7272,(519) 539-0634,,,,43.1365341,-80.7575526,18200,
HURON STREET DISPENSARY PHARMASAVE,"95 HURON ST , WOODSTOCK N4S 6Z5",(519) 539-2888,(519) 539-1412,,,,43.1349022,-80.7485934,301812,
WAL-MART PHARMACY,"499 NORWICH AVE , WOODSTOCK N4S 9A2",(519) 539-5644,(519) 539-5382,,,,43.1150566,-80.7370489,16741,
SPRINGBANK DISPENSARY PHARMASAVE,"35 SPRINGBANK AVE , WOODSTOCK N4S 7P6",(519) 539-4888,(519) 539-9279,,,,43.1348756,-80.7298004,301778,
SHOPPERS DRUG MART,"1206 MICHIGAN AVE , SARNIA N7S 6M7",(519) 541-9064,(519) 541-1089,,,,43.0003566,-82.3645989,306325,
WAL-MART PHARMACY,"1444 QUINN DR , SARNIA N7S 6M8",(519) 542-5509,(519) 542-0353,,,,42.9888698,-82.3475626,3939,
METRO PHARMACY,"1375 LONDON RD , SARNIA N7S 1P6",(519) 542-1551,(519) 542-5885,,,,42.9790373,-82.3536868,38956,
BELMONT PHARMACY,"14091 BELMONT ROAD , BELMONT N0L 1B0",(519) 558-2010,(519) 558-2011,,,,42.8826551,-81.0888747,306423,
PHARMASAVE MICHAELS PHARMACY,"2 MAIN ST S. BOX 550, BAYFIELD N0M 1G0",(519) 565-4454,(519) 565-4456,,,,43.5616845,-81.6960992,301138,
WHOLE HEALTH WOOLWICH PHARMACY,"106 - 255 WOOLWICH ST , WATERLOO N2K 0C8",(519) 568-8088,(519) 568-8883,,,,43.4863707,-80.4832405,308179,
CATP,"509 PARK ST , KITCHENER N2G 1N9",(519) 569-7347,(519) 569-8125,,,,43.4560242,-80.5148667,304143,
EASTWOOD PHARMACY,"123 - 120 OTTAWA ST N , KITCHENER N2H 3K5",(519) 570-1777,(519) 570-1666,,,,43.4441201,-80.4690313,308091,
MEDICINE SHOPPE,"296 HIGHLAND RD E , KITCHENER N2M 3W4",(519) 571-7050,(519) 571-0291,,,,43.43539,-80.490048,301055,
BELGAGE PHARMACY,"211-525 BELMONT AVE W , KITCHENER N2M 5E2",(519) 576-2900,(519) 576-2902,,,,43.440712,-80.5093087,24299,
SOBEYS PHARMACY,"1187 FISCHER HALLMAN RD , KITCHENER N2E 4H9",(519) 576-7516,(519) 576-4020,,,,43.4055824,-80.5012615,300456,
BELMONT DRUGS,"108A - 564 BELMONT AVE W , KITCHENER N2M 5N6",(519) 576-6363,(519) 576-7557,,,,43.4502022,-80.5154171,307301,
AIM MEDICAL PHARMACY,"550 KING ST E , KITCHENER N2G 2L8",(519) 576-8226,(519) 576-9078,,,,43.4458895,-80.4799707,306689,
SHOPPERS DRUG MART,"FOREST GLEN SHOPPING CENTRE 700 STRASBURG RD, KITCHENER N2E 2M2",(519) 576-8340,(519) 576-9647,,,,43.413119,-80.4787545,303047,
THE BOARDWALK PHARMACY,"430 THE BOARDWALK , WATERLOO N2J 3Z4",(519) 578-3000,(519) 578-3001,,,,43.4387751,-80.5640846,303645,
THE PHARMACY ON KING,"702 KING ST W , KITCHENER N2G 1E2",(519) 578-9991,(519) 578-4027,,,,43.4553725,-80.5052702,305795,
FOOD BASICS PHARMACY,"370 HIGHLAND RD W , KITCHENER N2M 3C7",(519) 578-4343,(519) 578-5885,,,,43.4381934,-80.511545,37572,
TRC PHARMACY KITCHENER,"1145 KING STREET EAST , KITCHENER N2G 2N3",(519) 579-9647,(519) 579-0798,,,,43.4412524,-80.4709349,305185,
WILLIAMSBURG PHARMACY,"440-1187 FISCHER HALLMAN RD , KITCHENER N2E 4H9",(519) 579-8203,(519) 579-1530,,,,43.4053992,-80.5012947,300827,
WESTHEIGHTS PHARMACY,"104-10 WESTHEIGHTS DR , KITCHENER N2N 2A8",(519) 570-0041,(519) 579-2511,,,,43.4265933,-80.5294401,38948,
BEECHWOOD FOREST PHARMACY,"890 GLASGOW ST , KITCHENER N2N 3G6",(519) 579-6400,(519) 579-3734,,,,43.4425018,-80.5431071,34596,
DELHI PHARMASAVE,"221 MAIN ST , DELHI N4B 2M4",(519) 582-1530,(519) 582-0450,,,,42.8534821,-80.4988542,304481,
DELHI HEALTH CENTRE PHARMASAVE,"105 MAIN ST , DELHI N4B 2L8",(519) 582-0006,(519) 582-0794,,,,42.8562581,-80.4970464,304482,
ROULSTONS PHARMACY,"123 KING ST , DELHI N4B 1X9",(519) 582-1800,(519) 582-1801,,,,42.8562891,-80.4981969,302070,
WILLAERT PHARMACY,"87 THOMPSON DR , PORT DOVER N0A 1N4",(519) 583-3335,(519) 583-2199,,,,42.7946967,-80.2219971,307947,
ROULSTONS PHARMACY,"414 MAIN ST PO BOX 1480, PORT DOVER N0A 1N0",(519) 583-2100,(519) 583-3371,,,,42.7865225,-80.2032779,15149,
DOVER APOTHECARY,"328 MAIN ST PO BOX 548, PORT DOVER N0A 1N0",(519) 583-3784,(519) 583-3946,,,,42.7865225,-80.2032779,30204,
KITCHENER NEW DAY PHARMACY,"7 - 91 QUEEN ST S , KITCHENER N2G 4M7",(519) 900-6329,(519) 584-0223,,,,43.4485908,-80.4899611,306581,
DRIFTWOOD PHARMASAVE PHARMACY,"12-450 WEST HEIGHTS DR , KITCHENER N2N 2B9",(519) 584-7484,(519) 584-7718,,,,43.4177723,-80.5361185,300846,
CENTRAL PHARMASAVE PHARMACY,"149 UNION ST E , WATERLOO N2J 1C4",(519) 585-0019,(519) 585-0769,,,,43.4634918,-80.5084701,304193,
PORT ROWAN PHARMASAVE,"1024 BAY ST PO BOX 39, PORT ROWAN N0E 1M0",(519) 586-3983,(519) 586-7411,,,,42.6239042,-80.4502425,305850,
CAVANAGH IDA PHARMACY,"2121 MAIN ST N PO BOX 608, JARVIS N0A 1J0",(519) 587-4553,(519) 587-4554,,,,42.8914064,-80.1107968,30012,
VILLAGE PHARMACY,"8 MAIN ST N , MILVERTON N0K 1M0",(519) 595-8300,(519) 595-2459,,,,43.5661249,-80.922221,13565,
THORNBURY PHARMASAVE,"45 ARTHUR ST W PO BOX 628, THORNBURY N0H 2P0",(519) 599-2719,(519) 599-3901,,,,44.563073,-80.4559889,5579,
CORE CARE PHARMACY,"825 RICHMOND ST , LONDON N6A 3H7",(519) 601-1020,(519) 601-1090,,,,42.9977336,-81.2547872,304797,
LUNA RX GUARDIAN,"130 THOMPSON RD , LONDON N5Z 2Y6",(519) 601-5862,(519) 601-1155,,,,42.9679516,-81.2256356,305056,
OXFORD PHARMACY,"4 - 931 OXFORD ST E , LONDON N5Y 3K1",(519) 601-1177,(519) 601-1179,,,,43.003275,-81.22572,305701,
LONDON CENTRE PHARMA CHOICE,"21-1080 ADELAIDE ST N , LONDON N5Y 2N1",(519) 601-5530,(519) 601-1222,,,,43.010692,-81.2412132,303898,
GUARDIAN FANSHAWE PHARMACY,"267 FANSHAWE PARK RD W , LONDON N6G 5A9",(519) 601-1977,(519) 601-1677,,,,43.0225489,-81.2981178,307255,
MY CARE PHARMACY,"844 WONDERLAND RD , LONDON N6K 2V8",(519) 601-6462,(519) 601-2700,,,,42.9457611,-81.2879701,302685,
BERKSHIRE PHARMACY,"460 BERKSHIRE DR , LONDON N6J 3S1",(519) 601-3784,(519) 601-3400,,,,42.9622325,-81.2853039,304972,
DUNDAS PHARMACY,"5 - 1560 DUNDAS ST , LONDON N5W 3C1",(519) 601-3555,(519) 601-3558,,,,43.0001,-81.1938,305054,
LIFEPLUS PHARMACY,"1835 DUNDAS ST , LONDON N5W 3E7",(519) 601-4120,(519) 601-4126,,,,43.0031829,-81.1800111,307503,
GLENROY PHARMACY,"5 - 3 GLENROY RD , LONDON N5Z 4H2",(519) 601-3881,(519) 601-4388,,,,42.9545748,-81.1944043,306929,
BYRON COMMUNITY PHARMACY,"1 - 1304 COMMISSIONERS RD W , LONDON N6K 1E1",(519) 601-4771,(519) 601-4773,,,,42.9600277,-81.3345697,306845,
ADVANCED PHARMACY,"230 VICTORIA ST , LONDON N6A 2C2",(519) 601-4848,(519) 601-4847,,,,43.0046312,-81.2570027,307053,
INCARE HEALTH PHARMACY,"SUITE 1-14351 MEDWAY RD , ARVA N0M 1C0",(519) 601-5003,(519) 601-5004,,,,43.0507215,-81.2928746,306114,
NORTHLAND PHARMACY,"112 - 1251 HURON ST , LONDON N5Y 4V1",(519) 457-6050,(519) 601-6053,,,,43.0182,-81.2183,307052,
WILKINS PHARMACY,"5 - 699 WILKINS ST , LONDON N6C 5C8",(519) 601-6565,(519) 601-6564,,,,42.9505804,-81.2307716,306012,
SYNERGY REMEDYS RX,"108 - 1635 HYDE PARK RD , LONDON N6H 5L7",(519) 266-3542,(519) 601-7542,,,,43.000078,-81.33212,306972,
KNIGHT HILL PHARMACY,"1 - 551 KNIGHTS HILL RD , LONDON N6J 3A1",(519) 601-8070,(519) 601-8072,,,,42.9556225,-81.2731116,307026,
IDA RICHMOND MEDICAL PHARMACY,"1653 RICHMOND ST , LONDON N6G 2M9",(519) 601-8099,(519) 601-8090,,,,43.0247173,-81.2821217,306562,
FARMERS PHARMACY RX LIMITED,"455 DOBBIE DR , CAMBRIDGE N1T 1T1",(519) 621-2028,(519) 603-3535,,,,43.3716274,-80.2838738,307128,
SIGMA DRUG MART,"2 DUFFERIN ST , TILBURY N0P 2L0",(519) 607-0266,(519) 607-0656,,,,42.26387,-82.4307233,308151,
DE JAGER TOWN SQUARE I.D.A. PHARMACY LTD.,"112 COURTHOUSE SQ , GODERICH N7A 1M8",(519) 524-7228,(519) 612-2228,,,,43.7424601,-81.7099307,304536,
PHARMASAVE 9751 - MICHAELS PHARMACY,"181 CAMBRIA RD N , GODERICH N7A 2R2",(519) 524-2242,(519) 612-2242,,,,43.749359,-81.704906,304857,
DRUGSTORE PHARMACY,"400 CONESTOGA BLVD , CAMBRIDGE N1R 7L7",(519) 620-1380,(519) 620-1383,,,,43.3939692,-80.3163143,37732,
FRESHCO PHARMACY,"1 HESPELER RD , CAMBRIDGE N1R 8L4",(519) 620-0736,(519) 620-3710,,,,43.3740546,-80.3166972,40844,
REXALL,"350 CONESTOGA BOULEVARD , CAMBRIDGE N1R 7L7",(519) 620-8228,(519) 620-9228,,,,43.3903468,-80.3143557,305486,
MEMORIAL MEDICAL PHARMASAVE,"104 - 745 CORONATION BLVD , CAMBRIDGE N1R 0B6",(519) 621-9090,(519) 621-2929,,,,43.3815554,-80.3306673,307278,
SHOPPERS DRUG MART,"137 WATER ST N , CAMBRIDGE N1R 3B8",(519) 621-5410,(519) 621-3148,,,,43.3649712,-80.3153044,2725,
SHOPPERS DRUG MART,"23-130 CEDAR ST , CAMBRIDGE N1S 1W4",(519) 621-1332,(519) 621-4770,,,,43.3531137,-80.3189538,304838,
ST. MICHAEL MEDICAL PHARMACY,"350 HESPELER RD , CAMBRIDGE N1R 7N7",(519) 622-3047,(519) 622-2076,,,,43.3907721,-80.3244441,33468,
CASEYS PHARMACY,"BRIERDALE PLAZA 120-115 CHRISTOPHER DR, CAMBRIDGE N1R 4S1",(519) 622-2350,(519) 622-2353,,,,43.3472549,-80.298912,20651,
MEDIC PHARMACY,"1-246 DUNDAS ST S , CAMBRIDGE N1R 8A8",(519) 622-4400,(519) 622-4401,,,,43.3551496,-80.2887271,28804,
MED HEALTH PHARMACY,"301-614 CORONATION BLVD , CAMBRIDGE N1R 3E8",(519) 622-0404,(519) 622-6231,,,,43.3764427,-80.3244162,303777,
SHOPPERS DRUG MART,"950 FRANKLIN BLVD , CAMBRIDGE N1R 8R3",(519) 622-1344,(519) 622-7502,,,,43.3917028,-80.3029425,304844,
FOOD BASICS PHARMACY,"95 WATER ST N , CAMBRIDGE N1R 3B5",(519) 622-6868,(519) 622-9662,,,,43.36235,-80.314704,37508,
BEVERIDGE & BROWN CLINIC PHARMACY,"167 HESPELER RD , CAMBRIDGE N1R 3H7",(519) 623-4116,(519) 623-1747,,,,43.381375,-80.319688,28692,
LOBLAW PHARMACY,"200 FRANKLIN BLVD , CAMBRIDGE N1R 5S6",(519) 623-3903,(519) 623-3771,,,,43.3550042,-80.2870926,35420,
THE PRESCRIPTION SHOPPE,"2 GEORGE ST N , CAMBRIDGE N1S 2M7",(519) 623-3900,(519) 623-3902,,,,43.3583133,-80.3189387,6338,
SHOPPERS DRUG MART,"1-115 DUNDAS ST , CAMBRIDGE N1R 5T8",(519) 623-5920,(519) 623-5280,,,,43.3592744,-80.2940617,304581,
SHOPPERS DRUG MART,"499 HESPELER RD , CAMBRIDGE N1R 6J2",(519) 623-6770,(519) 623-7778,,,,43.398568,-80.324806,1578,
FRANKLIN PHARMACY,"1150 FRANKLIN BLVD , CAMBRIDGE N1R 7J2",(519) 629-3857,(519) 623-9889,,,,43.3999746,-80.3053802,305566,
CAMBRIDGE DRUGS,"A3 - 525 SAGINAW PKY , CAMBRIDGE N1T 0C3",(519) 624-2220,(519) 624-2221,,,,43.3899441,-80.2827852,304217,
CARERX CAMBRIDGE,"L - 1165 FRANKLIN BLVD , CAMBRIDGE N1R 8E1",(519) 624-9966,(519) 624-4212,,,,43.4001693,-80.3041614,305017,
PHARMACY ON MAIN,"76 MAIN ST E , CAMBRIDGE N1R 1V7",(519) 624-6700,(519) 624-7172,,,,43.3590097,-80.3131833,306235,
HEALTHWISE PHARMACY,"8 - 480 HESPELER RD , CAMBRIDGE N1R 7R9",(519) 624-4500,(519) 624-7200,,,,43.397452,-80.32488,308116,
WAL-MART PHARMACY,"22 PINEBUSH RD , CAMBRIDGE N1R 8K5",(519) 624-7461,(519) 624-7458,,,,43.4100551,-80.3273164,37044,
AVALON PHARMACY,"85 DUNDAS ST , CAMBRIDGE N1R 5N6",(519) 624-8620,(519) 624-8814,,,,43.3585013,-80.2933216,306575,
WALLACEBURG PHARMACY,"4-1044 DUFFERIN AVE , WALLACEBURG N8A 2V8",(519) 626-9600,(519) 626-9700,,,,42.5932704,-82.3938942,304202,
REXALL,"440 JAMES ST , WALLACEBURG N8A 2N7",(519) 627-3388,(519) 627-0627,,,,42.5943463,-82.3840457,305284,
SHOPPERS DRUG MART,"30 MCNAUGHTON AVE , WALLACEBURG N8A 1R9",(519) 627-2204,(519) 627-2207,,,,42.5880343,-82.3864179,6635,
WAL-MART PHARMACY,"16-60 MCNAUGHTON AVE , WALLACEBURG N8A 1R9",(519) 627-0910,(519) 627-3646,,,,42.5893854,-82.3858461,301211,
FAMILY HEALTH PHARMACY - WALPOLE,"785 TECUMSEH RD RR 3, WALLACEBURG N8A 4K9",(519) 627-8868,(519) 627-8850,,,,42.5907667,-82.476897,307924,
HEALTH CENTRE PHARMACY,"230 FIRST AVE , ST. THOMAS N5R 4P5",(519) 631-1550,(519) 631-0185,,,,42.7627982,-81.1760418,307114,
MORGAN YOUR PHARMACY,"154 FIFTH AVE , ST. THOMAS N5R 4E7",(519) 631-2273,(519) 631-2274,,,,42.766756,-81.1841374,306625,
PHARMASAVE ELGIN MALL ST. THOMAS,"109 - 417 WELLINGTON ST , ST. THOMAS N5R 5J5",(519) 631-5551,(519) 631-2557,,,,42.7748897,-81.1648766,302821,
SHOPPERS DRUG MART,"410 TALBOT ST , ST. THOMAS N5P 1B9",(519) 631-2300,(519) 631-3360,,,,42.7787939,-81.1968819,306757,
ST. THOMAS MEDICAL PHARMACY,"475 TALBOT ST , ST. THOMAS N5P 1C1",(519) 631-3300,(519) 631-3432,,,,42.779094,-81.1949838,303734,
YUREK PHARMACY LIMITED,"519 TALBOT ST , ST. THOMAS N5P 1C3",(519) 631-3330,(519) 631-7175,,,,42.7790711,-81.1936727,10553,
MACNEIL & DODD PHARMACY,"45 STANLEY ST , AYR N0B 1E0",(519) 632-9700,(519) 632-9383,,,,43.2851192,-80.4512091,306091,
SHOPPERS DRUG MART,"101-107 EDWARD ST , ST. THOMAS N5P 1Y8",(519) 633-4402,(519) 633-3835,,,,42.7852175,-81.1771614,17483,
SHOPPERS DRUG MART,"ELMWOOD SQUARE 204 FIRST AVE, ST. THOMAS N5R 4P5",(519) 633-3070,(519) 633-9260,,,,42.7635021,-81.1753527,25288,
ST. THOMAS ELGIN GENERAL HOSPITAL,"PHARMACY DEPARTMENT 189 ELM ST, ST THOMAS N5R 5C4",(519) 631-2030,(519) 637-3212,,,,42.7632751,-81.1804989,305215,
WELLINGTON MEDICAL PHARMACY PHARMACHOICE,"101-460 WELLINGTON ST , ST. THOMAS N5R 6H9",(519) 637-9900,(519) 637-6831,,,,42.7742411,-81.1576082,300714,
WAL-MART PHARMACY,"60-1063 TALBOT ST , ST. THOMAS N5P 1G4",(519) 637-7088,(519) 637-7097,,,,42.7812599,-81.1696694,39500,
LOBLAW PHARMACY,"50-1063 TALBOT ST , ST. THOMAS N5P 1G4",(519) 637-7106,(519) 637-7731,,,,42.778945,-81.174223,35300,
KOMOKA PHARMACY,"3-9952 GLENDON DRIVE PO BOX 220, KOMOKA N0L 1R0",(519) 641-0909,(519) 641-1234,,,,42.9457453,-81.4312272,302162,
SHOPPERS DRUG MART,"1051 WONDERLAND RD S , LONDON N6K 3X4",(519) 472-2222,(519) 641-1953,,,,42.9398361,-81.2830247,34,
MEDICAL PHARMACY,"1-520 SARNIA RD , LONDON N6G 5A3",(519) 641-8181,(519) 641-4883,,,,42.9947289,-81.299843,38692,
METRO PHARMACY,"1244 COMMISSIONERS RD W , LONDON N6K 1C7",(519) 641-4646,(519) 641-4949,,,,42.9578028,-81.3316043,38436,
DRUGSTORE PHARMACY,"1205 OXFORD ST W , LONDON N6H 1V9",(519) 641-0959,(519) 641-6447,,,,42.97649702,-81.32238596,300820,
BEAVERBROOK PHARMACY,"1261 BEAVERBROOK AVE , LONDON N6H 0G6",(519) 641-1499,(519) 641-7560,,,,42.9915689,-81.2941621,302902,
